BU,MPN,DEVICE,MPC,PSI_MASK,PRODUCT_FAMILY,PKG_CODE,LEAD_COUNT,CONFIGURATION,BB_REPOSITORY_NAME,PACKAGE,TEST_LOCATION,ATE,TSO_MAIN_SOURCE,TSO_EXECUTABLE,TSO_TEST_DEVICE,STDF_TP_NAME,TP_REV,RELEASE_DATE,HANDLER,INCOMING_MEDIA,TRANSFER_REQUIRED,SUBCON_PROCESS_STEP,OPERATION,TEMP,INSERTION,FLOW_ID,FLOW_TYPE,TEST_FLOW_GROUP,PROCESS_PLAN,STEP_NAME,BIN_GROUP,ACCEPT_BIN1_ONLY,SITES,INDEX_SECONDS,TEST_SECONDS,DAILY_CAP,TEST_YIELD,SUBCON_UTILIZATION,DAILY_TEST_IN,DAILY_TEST_OUT,REMARKS,DIE_ITEM,PRODUCT,TARGET_YIELD,HOLD_YIELD_LIMIT,UPPER_YIELD_LIMIT,OS_YIELD_LIMIT,SCRAP_YIELD_LIMIT,CDCA_DISPOSITION_INSTRUCTION,PRODUCT_CONTROL,TPE,TSE,BU_PE,BU_TE,MSCC_TECHNOLOGIST,FAB_LOCATION,ASSY_LOCATION,LB_14A,LB_SUPPLIER,LB_SUPPLIER_PARTNUMBER,SOCKET_14A,SOCKET_SUPPLIER,SOCKET_SUPPLIER_PARTNUMBER,CABLE_14A,CABLE_SUPPLIER,CABLE_SUPPLIER_PARTNUMBER,DUTBOARD_14A,DUTBOARD_SUPPLIER,DUTBOARD_SUPPLIER_PARTNUMBER,MAPBOARD_14A,MAPBOARD_SUPPLIER,MAPBOARD_SUPPLIER_PARTNUMBER,IND,PGM_KEY,INDEX,TEST_PROG_DIRECTORY_NAME,TEST_PROGRAM_DIRECTORY,SKIP_LOT_QA_1:10,QA_TEST_PROGRAM_NAME,STDF_DEVICE,SETUP_KEY,PSI_STATUS,TP_NAME,STDF_PROGRAM,MSCC_PLANNER,MSCC_PE_PRIMARY,MSCC_PE_BACKUP,MSCC_TE,LB_QTY,LB_TESTLOCATION,LB_STATUS,LB_N1,SOCKET_QTY,SUBCON_SOCKET_ID,LID_SOCKET_14A,LID_SOCKET_QTY,LID_SUBCON_SOCKET_ID,LID_SUPPLIER,LID_SUPPLIER_PARTNUMBER,ALIGNPLATE_SOCKET_14A,ALIGNPLATE_QTY,SUBCON_ALIGNPLATE_ID,ALIGNPLATE_SUPPLIER,ALIGNPLATE_SUPPLIER_PARTNUMBER,CABLE_QTY,SUBCON_CABLE_ID,DUTBOARD_QTY,DUTBOARD_SUBCON_ID,CHANGEKIT_QTY,SUBCON_CHANGEKIT_ID,CHANGEKIT_SUPPLIER,CHANGEKIT_SUPPLIER_PARTNUMBER,MAPBOARD_QTY,SUBCON_MAPBOARD_ID,
TM,ZL30772LFG7.QA,,3100Q7JUCA16,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30772LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP514,,,,,,ZL30772,TIM514,,ZL30772,ZL30772AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7.QA,,3100Q7JUCA16,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30772LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP515,,,,,,ZL30772,TIM515,,ZL30772,ZL30772AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04G.QAAX,,3100Q7JUCA17,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30772LFG7Q04G.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,39,2149,0.9,0.65,1397.01492537313,1257.31343283582,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP516,,,,,,ZL30772_CCID,TIM516,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04G.QAAX,,3100Q7JUCA17,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30772LFG7Q04G.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP517,,,,,,ZL30772_CCID,TIM517,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04J.QAB,,3100Q7JUCA18,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30772LFG7Q04J.QAB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,39,2149,0.9,0.65,1397.01492537313,1257.31343283582,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP518,,,,,,ZL30772_CCID,TIM518,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04J.QAB,,3100Q7JUCA18,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30772LFG7Q04J.QAB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP519,,,,,,ZL30772_CCID,TIM519,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04L.QAAX,,3100Q7JUCA19,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30772LFG7Q04L.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,39,2149,0.9,0.65,1397.01492537313,1257.31343283582,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP520,,,,,,ZL30772_CCID,TIM520,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q04L.QAAX,,3100Q7JUCA19,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30772LFG7Q04L.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP521,,,,,,ZL30772_CCID,TIM521,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q052.QAAX,,3100Q7JUCA27,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30772LFG7Q052.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,39,2149,0.9,0.65,1397.01492537313,1257.31343283582,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP522,,,,,,ZL30772_CCID,TIM522,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30772LFG7Q052.QAAX,,3100Q7JUCA27,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30772LFG7Q052.QAAX,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4778-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP523,,,,,,ZL30772_CCID,TIM523,,ZL30772_CCID,ZL30772_CCID,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30773LFG7.QA,,3100Q7JUCA20,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30773LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,36,2322,0.9,0.65,1509.67741935484,1358.70967741936,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4779-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP524,,,,,,ZL30773,TIM524,,ZL30773,ZL30773AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30773LFG7.QA,,3100Q7JUCA20,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30773LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4779-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP525,,,,,,ZL30773,TIM525,,ZL30773,ZL30773AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80035LFG7.QA,,3100Q7JUCA25,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL80035LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4786-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP688,,,,,,ZL80035,TIM688,,ZL80035,ZL80035AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80035LFG7.QA,,3100Q7JUCA25,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL80035LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4786-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP689,,,,,,ZL80035,TIM689,,ZL80035,ZL80035AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80062LFG7.QB,,3100Q7JUCA26,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL80062LFG7.QB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,36,2322,0.9,0.65,1509.67741935484,1358.70967741936,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4787-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP690,,,,,,ZL80062,TIM690,,ZL80062,ZL80062AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80062LFG7.QB,,3100Q7JUCA26,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL80062LFG7.QB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4787-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP691,,,,,,ZL80062,TIM691,,ZL80062,ZL80062AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80062LFG7Q056.QBAX,,3100Q7JUCA26,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL80062LFG7.QB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,36,2322,0.9,0.65,1509.67741935484,1358.70967741936,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,4787-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP690,,,,,,ZL80062_CCID,TIM690,,ZL80062_CCID,ZL80062AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL80062LFG7Q056.QBAX,,3100Q7JUCA26,3100Q,Redwood,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,2019-02-28 00:00:00,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL80062LFG7.QB,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,18.5,2204,0.9,0.65,1432.65306122449,1289.38775510204,PCC# 17146,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,4787-11-01 00:00:00,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP691,,,,,,ZL80062_CCID,TIM691,,ZL80062_CCID,ZL80062AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30661LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30661LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP432,,,,,,ZL30661,TIM432,,ZL30661,ZL30661_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30661LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30661LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP433,,,,,,ZL30661,TIM433,,ZL30661,ZL30661_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
