,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-44,1437,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-44,1438,First,1,1,None,0,-0.6604687571525574,-0.6489062309265137,-0.686328113079071,-0.6919531226158142,-0.5529687404632568,-0.5749218463897705,-0.6854687333106995,-0.6564062237739563,-0.6919531226158142,-0.7944531440734863,-0.00027203126228414476,-1.999062533286633e-06,3.385312557220459,3.3584375381469727,3.276484489440918,3.303359270095825,3.4121875762939453,3.4953906536102295,3.465937614440918,3.437187433242798,3.3515625,3.380312442779541,3.328359365463257,3.3008594512939453,3.375312566757202,3.466562509536743,3.3784375190734863,3.4078125953674316,3.375312566757202,12.0,0.8238750100135803,3.3846874237060547,-0.0006249999860301614,0.00734747014939785,0.00588906230404973,0.003210624912753701,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.003253124887123704,96427.96875,,,99404.703125,0.029945610091090202,427540.375,-6.74156262903125e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.239999907440506e-05,1.0206250408373307e-05,-2.890625000873115e-05,-0.02116406336426735,0.00011718749738065526,4.9375001253793016e-05,0.000627968751359731,0.22929687798023224,0.15286459028720856,2.4700000286102295,2.4700000286102295,-0.012000000104308128,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,58.920833587646484,81.6171875,2.093124976454419e-06,0.0022857142612338066,11.160625457763672,0.12059374898672104,-0.0002448046870995313,0.0003049140505027026
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-44,1439,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-44,1440,First,1,1,None,0,-0.6604687571525574,-0.6495312452316284,-0.6875781416893005,-0.6919531226158142,-0.5517187714576721,-0.5742968916893005,-0.6848437786102295,-0.6564062237739563,-0.6919531226158142,-0.7969531416893005,-0.00027078125276602805,-1.9840624645439675e-06,3.3890624046325684,3.3609375953674316,3.279609441757202,3.3064844608306885,3.4153125286102295,3.4985156059265137,3.469062566757202,3.440312385559082,3.354687452316284,3.383437395095825,3.331484317779541,3.3039844036102295,3.3871874809265137,3.469062566757202,3.3815624713897705,3.410937547683716,3.3815624713897705,14.0,0.8297500014305115,3.3734374046325684,-0.015625,0.0039992560632526875,0.0033015625085681677,0.003198124933987856,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032281249295920134,95755.3125,,,99351.8203125,0.03619970381259918,427001.5625,-6.672812560282182e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.122500104131177e-05,1.0331250450690277e-05,-2.8593749448191375e-05,-0.020276563242077827,0.00011718749738065526,4.812499901163392e-05,0.0006167187239043415,0.22929687798023224,0.15286459028720856,2.4700000286102295,2.4700000286102295,-0.012000000104308128,0.9820312261581421,0.8600000143051147,9.529999732971191,2.130000114440918,58.45415496826172,82.01578521728516,1.629062467145559e-06,0.002222222276031971,11.140625,0.12259375303983688,-0.00024224218213930726,0.0002971562498714775
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-44,1441,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-44,1442,First,1,1,None,0,-0.6598437428474426,-0.6495312452316284,-0.6875781416893005,-0.6919531226158142,-0.5498437285423279,-0.573046863079071,-0.6842187643051147,-0.6564062237739563,-0.692578136920929,-0.7994531393051147,-0.00027078125276602805,-2.0465624857024522e-06,3.390937566757202,3.3628125190734863,3.281484365463257,3.3089842796325684,3.4178125858306885,3.501640558242798,3.471562385559082,3.442187547683716,3.357187509536743,3.385937452316284,3.333984375,3.3064844608306885,3.3896875381469727,3.4721875190734863,3.3840625286102295,3.413437604904175,3.3628125190734863,1.0,0.8133749961853027,3.364062547683716,-0.026875000447034836,0.001209077425301075,0.0030640624463558197,0.0031581250950694084,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.0031906249932944775,95953.765625,,,99436.1875,0.035021644085645676,426731.4375,-6.440312517952407e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.8750000385334715e-05,9.931250133377034e-06,-2.7656249585561454e-05,-0.020064063370227814,0.00011718749738065526,4.812499901163392e-05,0.0006117187440395355,0.2286718785762787,0.1524479240179062,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9820031523704529,0.8600000143051147,9.529999732971191,2.130000114440918,58.50478744506836,82.28204345703125,1.997187609958928e-06,0.0021052630618214607,11.065312385559082,0.12409374862909317,-0.00023780469200573862,0.0002903437416534871
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-44,1443,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,18,-44,1444,First,1,1,None,0,-0.6604687571525574,-0.6495312452316284,-0.6882030963897705,-0.6919531226158142,-0.5492187738418579,-0.5724218487739563,-0.68359375,-0.6564062237739563,-0.692578136920929,-0.8007031083106995,-0.00026953124324791133,-2.0215625227137934e-06,3.390312433242798,3.3534374237060547,3.2802343368530273,3.305234432220459,3.416562557220459,3.5003905296325684,3.470937490463257,3.442187547683716,3.3559374809265137,3.3846874237060547,3.3327343463897705,3.305234432220459,3.388437509536743,3.470937490463257,3.383437395095825,3.4128124713897705,3.383437395095825,14.0,0.8288280963897705,3.383437395095825,-0.006874999962747097,0.0069754463620483875,0.0032015624456107616,0.0031906249932944775,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.0032281249295920134,96024.0,,,99387.7890625,0.033845119178295135,427003.65625,-6.639062576141441e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.2100000428035855e-05,1.0381249921920244e-05,-2.8750000637955964e-05,-0.019276563078165054,0.00011718749738065526,4.812499901163392e-05,0.0006148437387309968,0.2286718785762787,0.1524479240179062,2.490000009536743,2.490000009536743,-0.004000000189989805,0.9827721118927002,0.8600000143051147,9.529999732971191,2.130000114440918,58.77294158935547,81.58940124511719,2.032656311712344e-06,0.0021621622145175934,11.1431245803833,0.12184374779462814,-0.00024217968166340142,0.0002984140592161566
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-44,1445,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-45,1446,First,1,1,None,0,-0.6598437428474426,-0.6495312452316284,-0.6882030963897705,-0.692578136920929,-0.5485937595367432,-0.5717968940734863,-0.68359375,-0.6557812690734863,-0.692578136920929,-0.7975780963897705,-0.00026578124379739165,-2.0403124381118687e-06,3.4003124237060547,3.372187614440918,3.290234327316284,3.3171093463897705,3.4234375953674316,3.510390520095825,3.4809374809265137,3.4521875381469727,3.3653125762939453,3.3946874141693115,3.3421874046325684,3.3146092891693115,3.3984375,3.481640577316284,3.387812614440918,3.422187566757202,3.372187614440918,1.0,0.8147500157356262,3.372812509536743,-0.027499999850988388,0.0038132439367473125,0.0030640624463558197,0.0031756251119077206,0.00011406250268919393,0.00013281250721774995,0.00015156250447034836,0.003284374950453639,96038.4453125,,,99353.734375,0.033368587493896484,426938.09375,-6.492812644864898e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.9200000173877925e-05,1.0081250366056338e-05,-2.7656249585561454e-05,-0.019376562908291817,0.000110937500721775,4.812499901163392e-05,0.0006079687736928463,0.2286718785762787,0.1524479240179062,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819890260696411,0.8600000143051147,9.529999732971191,2.130000114440918,58.55571746826172,81.92881774902344,2.0431250504771015e-06,0.002051281975582242,11.082812309265137,0.12459374964237213,-0.0002331718715140596,0.0002884687564801425
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-45,1447,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-45,1448,First,1,1,None,0,-0.6598437428474426,-0.6489062309265137,-0.6882030963897705,-0.692578136920929,-0.5504687428474426,-0.573046863079071,-0.6842187643051147,-0.6557812690734863,-0.6919531226158142,-0.795703113079071,-0.0002632812538649887,-1.9653125491458923e-06,3.3759374618530273,,,,,,,,,,,,,,,,,,,3.3759374618530273,0.0,0.0047433036379516125,0.006090625189244747,0.003188125090673566,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032281249295920134,96182.796875,,,99368.8515625,0.03206289932131767,426892.28125,-6.557812412211206e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.032500146422535e-05,9.981249604607001e-06,-2.8124999516876414e-05,-0.01985156163573265,0.00011718749738065526,4.812499901163392e-05,0.000614218763075769,0.23054687678813934,0.1536979228258133,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819890260696411,0.8600000143051147,9.529999732971191,2.130000114440918,58.78342056274414,81.56170654296875,1.9675001112773316e-06,0.0021621622145175934,11.125624656677246,0.12284374982118607,-0.00023730468819849193,0.00029634375823661685
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-45,1449,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-45,1450,First,1,1,None,0,-0.6592187285423279,-0.6482812762260437,-0.6882030963897705,-0.6932031512260437,-0.5517187714576721,-0.5736718773841858,-0.6842187643051147,-0.6551562547683716,-0.6919531226158142,-0.7913281321525574,-0.00027203126228414476,-2.034062390521285e-06,3.3809375762939453,3.349062442779541,3.272109270095825,3.2989842891693115,3.4071874618530273,3.491015672683716,3.461562395095825,3.432812452316284,3.3471875190734863,3.3759374618530273,3.323984384536743,3.2964844703674316,3.379687547683716,3.461562395095825,3.3740625381469727,3.403437614440918,3.3740625381469727,14.0,0.8305156230926514,3.3740625381469727,-0.006874999962747097,0.004185267724096775,0.0034265625290572643,0.0031856249552220106,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032281249295920134,95977.59375,,,99306.3515625,0.03352009505033493,426877.78125,-6.686562301183585e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.007499956060201e-05,1.0006249794969335e-05,-2.8750000637955964e-05,-0.020201561972498894,0.00011718749738065526,4.812499901163392e-05,0.0006148437387309968,0.23054687678813934,0.1536979228258133,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9820031523704529,0.8600000143051147,9.529999732971191,2.130000114440918,58.699928283691406,82.55671691894531,2.032968723142403e-06,0.002222222276031971,11.112812042236328,0.12109375,-0.00024361719260923564,0.0003025390615221113
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-45,1451,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-45,1452,First,1,1,None,0,-0.6592187285423279,-0.6482812762260437,-0.6882030963897705,-0.6932031512260437,-0.5523437261581421,-0.5749218463897705,-0.6848437786102295,-0.6557812690734863,-0.6919531226158142,-0.7907031178474426,-0.0002632812538649887,-1.982812591450056e-06,3.3871874809265137,3.3603124618530273,3.2777342796325684,3.3046092987060547,3.401562452316284,3.491015672683716,3.4678125381469727,3.4390625953674316,3.3528125286102295,3.3815624713897705,3.3296093940734863,3.302109479904175,3.385937452316284,3.4678125381469727,3.379687547683716,3.4028124809265137,3.379687547683716,14.0,0.8273906111717224,3.380312442779541,-0.006874999962747097,0.006045387126505375,0.005664062686264515,0.003128125099465251,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031406250782310963,96007.2421875,,,99261.71875,0.032786883413791656,426909.84375,-6.7678124651138205e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.11000000895001e-05,1.010624964692397e-05,-2.8750000637955964e-05,-0.020339062437415123,0.00011718749738065526,4.812499901163392e-05,0.0006167187239043415,0.23179687559604645,0.15453125536441803,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9820312261581421,0.8600000143051147,9.529999732971191,2.130000114440918,58.825469970703125,81.4791488647461,1.9334374883328564e-06,0.002222222276031971,11.1381254196167,0.1223437488079071,-0.00023555468942504376,0.00029784374055452645
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-45,1453,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-45,1454,First,1,1,None,0,-0.6598437428474426,-0.6489062309265137,-0.692578136920929,-0.6932031512260437,-0.5535937547683716,-0.5755468606948853,-0.6854687333106995,-0.6557812690734863,-0.6919531226158142,-0.7932031154632568,-0.0002682812628336251,-1.9403125861572335e-06,3.3765625953674316,,,,,,,,,,,,,,,,,,,3.3765625953674316,0.0,0.0049293152987957,0.0034765624441206455,0.0031756251119077206,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.003215624950826168,95982.4453125,,,99259.09375,0.03301110863685608,426786.625,-6.551562364620622e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.0499999158782884e-05,1.023124968924094e-05,-2.890625000873115e-05,-0.020714063197374344,0.00011718749738065526,4.812499901163392e-05,0.0006135937292128801,0.23179687559604645,0.15453125536441803,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9820031523704529,0.8600000143051147,9.529999732971191,2.130000114440918,58.741573333740234,82.31214141845703,1.9442186385276727e-06,0.002222222276031971,11.125624656677246,0.12184374779462814,-0.00024205468071158975,0.00029991407063789666
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-45,1455,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-45,1456,First,1,1,None,0,-0.6598437428474426,-0.6495312452316284,-0.6875781416893005,-0.6919531226158142,-0.5529687404632568,-0.5755468606948853,-0.6854687333106995,-0.6557812690734863,-0.692578136920929,-0.7950780987739563,-0.00027078125276602805,-1.9678125227073906e-06,3.377812385559082,,,,,,,,,,,,,,,,,,,3.377812385559082,0.0,0.005301339086145163,0.005751562304794788,0.0031756251119077206,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.003215624950826168,95868.2109375,,,99226.921875,0.03384880721569061,426474.0625,-6.529062375193462e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.084999818587676e-05,1.010624964692397e-05,-2.843750007741619e-05,-0.020339062437415123,0.00011718749738065526,5.062499985797331e-05,0.0006329687312245369,0.232421875,0.1549479216337204,2.390000104904175,2.390000104904175,-0.04399999976158142,0.9820172190666199,0.8600000143051147,9.529999732971191,2.130000114440918,58.77294158935547,82.55671691894531,1.9951562535425182e-06,0.002222222276031971,11.128125190734863,0.12334375083446503,-0.000245304690906778,0.0002943437430076301
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-45,1457,First,5,5,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-3,1458,First,5,5,None,0,-0.0031250000465661287(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-3,1459,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-3,1460,Retest,2,2,None,0,-0.6598437428474426,-0.6495312452316284,-0.6869531273841858,-0.692578136920929,-0.5529687404632568,-0.5755468606948853,-0.6860937476158142,-0.6557812690734863,-0.6919531226158142,-0.7932031154632568,-0.0002682812628336251,-2.116562427545432e-06,3.377812385559082,,,,,,,,,,,,,,,,,,,3.377812385559082,0.0,0.005301339086145163,0.005464062560349703,0.0031681249383836985,0.00012656250328291208,0.00015156250447034836,0.00017031250172294676,0.0032031249720603228,96145.6484375,,,99222.625,0.031010868027806282,427452.125,-6.7828123064828105e-06,2.059999942779541,1.340000033378601,0.7200000286102295,-4.092499875696376e-05,9.9062499430147e-06,-0.0003946874930988997(F),,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,33,-4,1461,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,32,-4,1462,Retest,1,1,None,0,-0.6598437428474426,-0.6489062309265137,-0.686328113079071,-0.6913281083106995,-0.5542187690734863,-0.576171875,-0.6860937476158142,-0.6564062237739563,-0.6919531226158142,-0.7944531440734863,-0.00027078125276602805,-2.0140626020292984e-06,3.375312566757202,,,,,,,,,,,,,,,,,,,3.375312566757202,0.0,0.0045572915114462376,0.00312656257301569,0.0031731249764561653,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.0032031249720603228,96126.3828125,7.25,0.0,99436.4140625,0.03328791633248329,427764.71875,-6.60906243865611e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.015000013168901e-05,9.981249604607001e-06,-2.890625000873115e-05,-0.020664062350988388,0.00011718749738065526,4.812499901163392e-05,0.000618593767285347,0.22929687798023224,0.15286459028720856,2.4700000286102295,2.4700000286102295,-0.012000000104308128,0.9819890260696411,0.8600000143051147,9.529999732971191,2.130000114440918,58.793914794921875,82.61895751953125,2.110312607328524e-06,0.0021621622145175934,11.135624885559082,0.12134374678134918,-0.00024455468519590795,0.0003006015613209456
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-4,1463,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-4,1464,Retest,1,1,None,0,-0.6604687571525574,-0.6489062309265137,-0.6869531273841858,-0.692578136920929,-0.5529687404632568,-0.5755468606948853,-0.6860937476158142,-0.6557812690734863,-0.6913281083106995,-0.7932031154632568,-0.00026953124324791133,-2.072812549158698e-06,3.397812604904175,3.3709375858306885,3.287734270095825,3.315234422683716,3.424687385559082,3.5085155963897705,3.479062557220459,3.450312614440918,3.3634374141693115,3.3921875953674316,3.340937614440918,3.312734365463257,3.3965625762939453,3.479062557220459,3.390937566757202,3.419687509536743,3.3709375858306885,1.0,0.8080000281333923,3.3715624809265137,-0.026249999180436134,0.00344122014939785,0.0027390625327825546,0.003110625082626939,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031406250782310963,96350.4609375,,,99466.6015625,0.031328510493040085,428077.96875,-6.652812317042844e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.9775000914232805e-05,9.981249604607001e-06,-2.890625000873115e-05,-0.021251562982797623,0.00011718749738065526,4.812499901163392e-05,0.0006173437577672303,0.23054687678813934,0.1536979228258133,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,59.02803421020508,82.58778381347656,2.1792186544189462e-06,0.0021621622145175934,11.110312461853027,0.12184374779462814,-0.00023755469010211527,0.00029810157138854265
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-5,1465,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-5,1466,Retest,10,10,None,0,-0.6604687571525574,-0.6495312452316284,-0.6869531273841858,-0.6919531226158142,-0.5548437237739563,-0.576171875,-0.686718761920929,-0.6564062237739563,-0.6919531226158142,-0.7938281297683716,0.0014078124659135938(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,34,-5,1467,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-6,1468,Retest,10,10,None,0,-0.6604687571525574,-0.6489062309265137,-0.686328113079071,-0.692578136920929,-0.5561718940734863,-0.5780468583106995,-0.6873437762260437,-0.6564062237739563,-0.6913281083106995,-0.7913281321525574,0.0005529687623493373(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,14,-6,1469,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,13,-6,1470,Retest,10,10,None,0,-0.6610937714576721,-0.6501562595367432,-0.5631250143051147,-0.5643749833106995,-0.560546875,-0.5774219036102295,-0.6817187666893005,-0.6564062237739563,-0.6919531226158142,-0.8007031083106995,-0.0005743749788962305(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-7,1471,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-7,1472,Retest,1,1,None,0,-0.6610937714576721,-0.6501562595367432,-0.686328113079071,-0.6913281083106995,-0.555468738079071,-0.5774219036102295,-0.686718761920929,-0.6564062237739563,-0.6913281083106995,-0.7969531416893005,-0.00027203126228414476,-1.9590625015553087e-06,3.3715624809265137,,,,,,,,,,,,,,,,,,,3.3715624809265137,0.0,0.00344122014939785,0.0033265624660998583,0.0031706250738352537,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032031249720603228,96334.078125,,,99517.4375,0.031987931579351425,428974.71875,-6.742812274751486e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.1200000850949436e-05,9.956250323739368e-06,-2.796875014610123e-05,-0.022939061746001244,0.00011718749738065526,4.812499901163392e-05,0.0006204687524586916,0.22742187976837158,0.15161457657814026,2.5299999713897705,2.5299999713897705,0.012000000104308128,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.910186767578125,82.28204345703125,2.0096874777664198e-06,0.0022857142612338066,11.112812042236328,0.1198437511920929,-0.0002443046832922846,0.000306289060972631
